review,sentiment
footlight parade among best musical comedy extravaganza snappy script star cast including jimmy cagney lovely joan blondell dick powell ruby keeler make film cut rest directed choreographed creative genius busby berkeley film grinning ear ear start finish br br busby course undisputed master hollywood musical gold digger nd street credit dance director footlight parade graced hundred scantily clad chorus girl berkeley trademark elaborate dance number shot one camera busby first director film close ups dancer obsession shapely leg rear view shot amply demonstrated overall effect highly erotic mesmerizing br br boy jimmy cagney play chester kent producer prologue short musical stage production performed movie theater entertain audience talkie shown surrounded crooked partner corporate spy gold digging girlfriend although cagney solid background vaudeville first film showed dancing talent joan blondell memorable cagney wise cracking lovestruck secretary ruby keeler adorable always br br film climax three outstanding production number honeymoon hotel waterfall shanghai lil one masterpiece likely duplicated today hollywood called special effect replaced creative cinematography br br claudia bottom line clever erotic best musical production number ever put celluloid thoroughly enjoyable depression era romp,1
course plot script especially casting strong film many fine thing see one aspect liked especially idea antagonist luzhini turturro ex mentor working evil sideline chess opponent italian dandy three piece cane turn real gent truly fine chess player credit opponent nobly go along plan end complete final game championship posthumously luzhin taken flyer window sad releasing way unstable genius widow emily watson death gallantry honorable chess master luzhin defence worked late moment lucidity allowed played italian gent commends play call brilliant talk dramatic end game,1
amusing humor fall flat decent acting quite atrocious movie simply hit miss guaranteed amuse year old boy niche br br child actor movie unfunny making family comedy tend problem beverly angelo rise material give funny dare say human performance midst mediocrity,0
salena incident set arizona six death row inmate transfered state prison reason never explained driving along heavily armed prison bus get flat driver forced pull road two blonde bird turn seducing incompetent prison guard manage get better six prisoner released shoot getaway car damaged leaving stranded middle arizona desert decide head nearest town salena several mile away take cop hostage reach salena find odd place completely deserted one single person sight soon discover entire town killed flesh eating alien firmly placed menu br br also known alien invasion arizona u dvd apparently working title terror town rubbishy low budget sci fi horror flick co written co produced directed dustin rikert real redeeming feature frank salena incident sort film give film bad name film could roughly divided two part opening forty fifty odd minute focus prisoner thriller feeling opening guard escape although pretty poorly written staged stuff dialogue two blonde bird prison guard bad unintentionally funny two fit bird chat two fit prison guard funny stuff actually unfortunately salena incident supposed sci fi horror film comedy escaped con prison guard hostage arrive salena go sci fi horror mode alien turn start killing clichéd character good annoying look whole film suck badly written thought made really bothered go trust salena incident awful every level br br well bad boring stupid film salena incident also poorly made action set piece scene awful alien look terrible never shown screen time human character sometimes difficult tell happening special effect poor alien look rubbish cgi computer effect absolutely terrible well editing poor cinematography poor set cheap whole thing eyesore really bit gore gunshot wound someone ripped half severed hand seen br br obviously shot low budget salena incident low production value look cheap start finish filmed superior arizona acting terrible one ever heard although actress play female doctor pretty good looking br br salena incident rubbish sci fi horror film terrible every way worth minute mine anyone else time,0
got around seeing monster man yesterday long wait lot anticipation build glad say came met expectation every level true really expect much hearing plot rundown reading review ecstatic mean trash fan want see gore flick deranged inbred hick mowing people make shift monster truck went expecting cross road trip hill eye got much horror comedy actually worked film maker got right came making squirm making howl laughter time kudos michael davis going gore pushing envelope sickass humor let list reason love movie much first story done death many flick college guy get wind childhood crush getting married year old virgin hop vista cruiser decides take road trip confess love hoping fall head hill good jive hidden backseat station wagon good buddy harley harley loudmouth former friend laugh talk like jack black high fidelity help like guy friend real life keep whiffle ball bat handy laugh want ever hit one keep check little obnoxious side say least tell loyal friend deep anyway road stop bar aggravate local stalked leatherface clone monster truck yeah along way pick gorgeous hitchhiker lazy hungover go right watch damn movie br br second thing love humor one sickest laugh movie since cabin fever messed well even go whole cat scene corpse burrito thing leave virgin eye well bar full amputee somewhat disturbing guy looked like john turturro bothered harley although totally obnoxious frat boy type really sling one liner love clog way need new pair br br gore one pours heavy first hour play demented road comedy last third blood gut movie kept light tone throughout would little disturbing seeing played laugh way possible bothered still seat time come probably see humor seriously bucket bucket red stuff big plot turn see coming credit rolled completely satisfied gotten exactly came really glad bought much like cabin fever going get lot replay br br look movie outstanding deliberately cheap look made whole thing scream late loved exaggerated color obvious monster man done relatively low budget much like cabin fever sorry keep comparing two actually work movie favor cabin fever ode great answer take worth cgi needed exactly sure get theatrical release everything jeepers creeper thank god lion gate,1
first flicked onto log accidentally one night waching television since never missed episode br br humour weird like cross brass eye social commentary fast show excellent one liner amazing plot seems develop week without ever going anywhere best example hillary bris special stuff br br humour appeal say sick easy see coming nonetheless give try like watch like glad took advice,1
never understand studio like universal buy musical butcher bringing screen first thought seeing ava gardner robert walker starring would seeing something mgm musical best time boy wrong disappointed br br one touch venus starred mary martin kenny baker john bole broadway ran performance season gardner walker tom conway play role martin baker bole stage kurt weill ogden nash musical book nash j perelman comeback vehicle mary martin reestablished queen broadway disappointing venture hollywood br br look name went show given responsible book expected see sparkling wit production instead got rather pedestrian screenplay like wit drained best make eve arden playing usual girl friday role tom conway even much eve br br story concern department store window dresser robert walker kiss valuable statue venus spring life person ava gardner course statue go missing conway yell law suspicious walker last person statue br br rest film walker dealing gardner happen reason understand ava course dubbed eileen wilson walker sings couple line singing carried dick haymes olga san juan playing walker friend coworkers course broadway song done singer mary martin kenny baker would kind think haymes would playing walker role least awkward say least br br three song survived score look heart showing incomparable speak low haymes silken baritone shown best advantage speak low sung duet martin baker broadway reason lyric one greatest men verse last century ogden nash done ann ronnell suspect infamous code work br br lee server biography ava gardner make mention brief fling ava robert walker spat current man howard duff duff gardner reunited walker took badly speak gardner camera sure fact best work help matter either br br hopefully repertoire company one touch venus get see way weill nash perelman wrote,0
love bad shark movie really laugh hysterically scifi channel marathon culminating premier new original picture hammerhead shark frenzy based preview looked like going highly amusing essentially remake benchley creature really prefaced showing shark attack megalodon shark movie hilarity best mood ready go bring hammerhead mad scientist man oh god movie wrong br br wrong wrong wrong br br sick twisted messed br br theoretical reproduction worst friend drugged girl brought suspended animation strapped table screaming head shark human hybrid fetus absolutely insane scientist deliberately implanted womb want jesus monkey call disturbing br br really plot work hmmm thought mad scientist son died cancer brought back life combining dna hammerhead shark shark succumb cancer hammerhead reproduce via placenta oh look perfect amphibious created next evolution human race know let make reproduce darned shark gene made son bloodthirsty instead raping hot babe keep sending little jungle paradise keep eating check among random people way unimportant plot twist ended research island woman son engaged died bet lead extremely touching heartfelt reunion woman going impregnate mad scientist indicates thrashing shark person tank sweet br br watch movie ever,0
voting option compelled use next available figure br br sad day bollywood type movie star cast actor nothing bunch juvenile acting awful script br br movie nowhere near called clone hitch salman khan usual take shirt theme govinda humorous laugh somebody told decade ago would writing comment salman success maine pyar kiya would written,0
never heard movie saw dvd great movie perfect example movie took every cast member make work overhyped typical hollywood movie old overhyped actor current quote list actor could pulled performance movie brought back memory post vietnam war military experience concentrated people sent fight portrayed character fear emotion even volunteered service regular people cut military life remember experience put mildly adapt military life either never forget stayed touch highly recommend think serving present day afganistan basic training trip notice drill sergeant morning people maybe need sensitivity training ha ha ha,1
u appear run uk police run around armed teeth know cid officer change uniform stop work go pub got one unrealistic film worst portrayal real uk police ever foisted unsuspecting public see mr snipe might needed money pay back tax bill heck good actor like charles dance mystery br br worse worse low budget b film hour half suicide time never get back br br avoid like veritable plague,0
wow strange film david lynch movie surprise weird br br defy anyone totally explain everything film done research following second viewing film pretty much know story first look aid reviewer outside help hard figure thing boat confused feel bad normal let say key film naomi watt character br br rate find film fascinating love wonderful visuals rich color find character movie really different fun watch camera work excellent music creepy la lynch blue velvet also good sound effect help dramatic scene well scored br br like lynch twin peak television series film end pieced together afterward since lynch thought film going long drawn tv series happen pieced last minute ending may account confusion end lack explanation concerning character see earlier film mysteriously disappear br br theme story supposedly negative comment hollywood people especially whose dream actor crushed br br watt leading lady laura eleana harring interesting watch especially celebrated lesbian sex scene look wise woman chameleon looking average time stunning time br br enjoyed movie second viewing first curiosity piece intriguing movie feel stupid make sense thing,1
family dad louis dale midkiff mom rachel denise crosby year old eileen blaze berdalh year old gage miko hughes move beautiful house maine seemingly unaware semi roar highway front house every second neighbor across way wonderful fred gwynne make feel home show pet cemetery child bury pet little sacred ground bring dead back life dead come back nasty mood br br definite spoiler novel stephen king good long developed character situation made care happened movie jettisons character development play gore violence animal killed camera know faked still repulsive little boy hit semi casket pop open funeral totally sick scene brought back life attack kill people including mom wonder year old able hang ghostly jogger ask try help family reason movie work audience shoving every gruesome death violence face go way shock end spoiler br br acting help midkiff dreadful father handsome buff totally blank crosby much better two kid annoying gwynne single handedly save picture effortless good acting br br picture show total contempt audience taking large leap logic character incredibly stupid thing especially midkiff end movie inexplicably huge box office hit led even worse sequel saw theatre back disturbed audience kept cheering violence appalled saw sick repulsive horror film way br br think get worse ramones sing title song wanna buried pet cemetery truly beyond belief,0
typical mamet film delivers quiet evenly paced insight make confidence man joe mantegna good explored psychological study noted psychologist lindsay crouse slowly pull world usual nasty consequence cast includes number player found several mamet film steven goldstein jack wallace ricky jay andy potok allen soule william h macy usual good job loved lindsay crouse film often wondered become noted player become perhaps looking right place br br movie proceeds slow pace flat dialog yet maintains level tension throughout logically lead bang ending expect real let ending found uplifting satisfying love movie,1
hearing rumor upcoming leonard nimoy demonstrates blu ray disc advance past year ranging steady cam cgi interesting see franchise reinvigorated hope help remove bad taste left mouth whole magnavision demonstration fiasco br br yes leonard nimoy demonstrates betamax vcr brilliant milestone entertainment history tentative leonard nimoy demonstrates compact cassette downright tacky leonard nimoy demonstrates track tape would expected glorious piece cinema weeping right thinking,0
movie dismal attempt recreating crucial time english history film version cromwell growing involvement war marginally accurate overall historical accuracy movie way film implies war started religious difference civil war way catholic versus protestant side protestant cromwell never present battle edgehill ever save day royalist win battle ended draw br br another reviewer noted cromwell certainly one five member removed house arrested br br overall movie decent producer tried way hard turn great br br definitely could better,0
movie funny mindless funny enjoy movie completely perception film like go enjoy side joke pun involved film still find bit start funny say want beer cock funny stuff make film decent fact try hard create serious spin film many comedy try serious aspect believe different focus funny must say though yasmin bleeth terrible film add nothing main guy coop remer squeak funny watch make film great watch,1
robert downey jr th century wig dress enough make shudder believe great actor like sam neill actually took part movie whole thing unbelievable especially like merivel cure crazy dance hey presto everyone happy better guess like character merivel much therefore watching whole movie supposed transition whoring buffoon great physician grueling br br also entirely sure think plague well famous fire london took place simultaneously,0
every long movie come along awful feel compelled warn people labor day save one soul watching movie great joy br br begin discussion pain starter musical montage every five minute character development every character stereotype swearing guy fat guy eats donut goofy foreign guy etc script felt written movie shot production value incredibly low felt like watching junior high video presentation director producer etc ever even seen movie halestorm getting worse worse every new entry concept movie sounded funny could go wrong gary coleman handful somewhat legitimate actor trust say thing went wrong wrong,0
okay br br penelope keith miss herringbone tweed b b e backbone england killed first scene right folk show backbone br br peter toole ol colonel cricket first war emblazered lord manor br br joanna lumley ensweatered lady manor year younger colonel year past prime still glamourous brit spelling mine enough toy boy side alright col cricket full knowledge consent guy even come round christmas still considerate colonel enough said toy boy age gal br br david mccallum said toy boy equally pointlessly glamourous squeeze pilcher come cover within story gave hush hush job circus br br finally br br susan hampshire miss polonia teacup venerable headmistress venerable girl boarding school serving tea office dash deep poignant advice life outside world graduation best bit advice nancherrow local stately home england thought beautiful somehow part real world well say warn u br br ah susan time character would running whole show write em like loss br br cast setting like making brideshead revisited right br br wrong took dimensional supporting role paid well acting one oldest temp job name another br br first warning sign lot lot backlighting get around shooting outdoors hey sunlight br br second warning sign leading lady cry lot cry eye moist law romance novel leading lady dewy eyed br br henceforth leading lady shall known l l br br third warning sign l l actually star eye love still give emily mortimer award act spotlight eye wonder use contact br br lastly fourth warning sign screen female character mr either miss lady br br said done still tell pursuing even tell said done br br sum live world war ii without anything happening br br ok end l l find lost parent japanese prison camp baby si come home catatonic meanwhile always meanwhile young guy l l crush know come home wartime tough spot found living street lady manor must street going find war casualty whisked away recover nancherrow somebody whisked away somewhere romance story br br great drama,0
waterdance main character waterdance played eric stoltz find rehab center others similarly injured must face harsh new life confined wheelchair interesting promising premise unfortunately fails deploy ensues instead largely hollywood schmaltz interesting moment certainly cast eric stoltz william forsythe wesley snipe et al brilliant perform well one would expect talent wasted character mainly stereotype one kind another thoroughly unlikeable snipe character exception suppose kind attempt break people idea handicapped crippled weak depicting part face prick make entirely annoying experience admittedly show something permanent disability go way softened romanticized useful good idea process depicted make one difficult person get along worth dealing part parcel character must varying degree despicable disneyfied either surely middle ground somewhere film conclusion eric stoltz character come accept status handicapped person since flaming narcissistic monster beginning film end care less br br addition character problem film suffers weird syndrome many hollywood movie suffer syndrome really official name might call inexplicable forgiveness syndrome go something like character abuse crap without much apology forgiven especially obnoxious example movie breakfast club one character spends film verbally bullying everybody within earshot result love one latest example spiderman supervillain sandman lay waste chunk manhattan wail spiderman seems like monotonous minute waved amount bye egregious example ifs waterdance sequence called n word william forsythe racist biker character friend previous scene wesley snipe character whoop forsythe character next scene nothing happened short time hence without much oh yeah sorry business back know called n word make wonder people actually watch movie release film eye closed kind slap together editing room according scene number call day work,0
course could obviously co opted several aspect excellent movie also based sensational french case self described doctor world health organization murdered family finally unmasked fraud emilio refers son monster sings radio car hang park bench specializes investment scheme defraud family friend directly lifted time came year nobody life bad movie pretty good good acting writing whereas vincent time much subtle character seems sense ethic even though time get twisted knot protagonist seems devoid character save winning look charm seriously part used x ray show mother law cancer bilk money father utilizes subtle twist scam avoid eviction fancy home failing pay lease time almost much guy shame whatsoever fact like lead stepfather poor schmuck get fired humiliated face disappointment family friend feel forced invent shiny new life vincent time thus one could feel tension mounting nobody life violent conclusion coming one thing nobody life time definitely lacked love interest apart protagonist trusting wife hard understand sexy babysitter able fascinate ensnare emile degree ignored danger natural curiosity allowed lay bare less carefully constructed con given reservation mentioned pretty good movie found entertaining long something touching similar element go might deeper intellectually spiritually satisfying strongly suggest time,1
movie always broadway movie classic long still people sing dance act,1
could great film late poker pro pre poker craze stu kid unger turned disappointment br br tell filmmaker working short string budget everything look filmed cheap timeline seemed bit br br casting michael imperoli soprano also bad casting choice looked old play baby faced stu looked way healthy coke addict look footage wsop main event real stu skinny practically nose much cocaine wore sunglass hide kept expecting adriana pop yell chris tu phur br br also skipped fact son angie previous relationship committed suicide late br br every time saw vincent van patten appear kept thinking going announce show tune going stu head like wpt br br looking real stuey footage check espn classic rerun wsop main event every often try youtube avoid move like bad beat,0
first talking picture returned oblivion hear see autumn edison lab complex west orange new jersey thomas edison associate william dickson tried combine two existing technology phonograph kinetoscope record sound image together event dickson unable synchronise playback sound image experimental film never released paying audience consequently unlike many silent film dickson made edison time official title silent image recorded fps library congress year known film historian mute curiosity also known soundtrack recorded one crude wax cylinder languishing edison national historic site although nobody knew one br br changed recently curator located wax cylinder broken several piece reassembled playback obtained sound digitised hollywood veteran soundtrack editor walter murch cleaned background noise tweaked digitisation make synch film image murch digitally compressed fps sound image synchronised last br br film begin offscreen man voice calling rest fellow ready go ahead unseen speaker remains unidentified probably dickson assistant fred ott screen dickson play violin immense funnel mounted tripod one edison sound recording device alongside full view camera two male lab assistant embrace quick ballroom dancing tempo dickson music br br film last barely second long enough u marvel crude technology provoked laughter sight two men waltzing arm speaking warning well known extremely inaccurate reference book celluloid closet late vito russo includes frame enlargement movie identifies gay brother incorrect gay brother entirely different movie made dickson edison lab period gay brother never soundtrack brief fiction film two brother gay sense russo meant deceased mr russo reason wanted u perceive dickson experimental sound film arguably first movie musical artefact th century homoeroticism hmm gay men musical sorry content br br vitally important film deserves rating often maintained lost movie ever considered irretrievable unless deliberately destroyed delighted report film finally available audience producer intended century filmed,1
massive fan book orwell certainly favourite writer ever since studying animal farm gcse bought dvd sheer curiosity burton actor hold high regard heard played role brien swung br br watched trailer dvd first fear started set mostly regarding frankly terrible theme song hearing eurythmics mechanically shouting electronic beat bad sound br br acting whole pretty good burton hurt play role well tension exists ministry truth towards end felt especially harrowing room scene however also movie let movie spends much time focusing love affair winston julia frankly orwell writing writing harrowing future ingsoc build man belief shatter name made love big brother movie skip essentially important part book winstons coming term position life world education via brien br br comment imdb moment state movie stick book completely incorrect julia present winston visit brien commit goldstien brotherhood confess crime obvious mention initial instance winston find article unperson get mentioned near end read book completely confusing br br terrible screenplay excellent acting cannot rescue michael radford seems completely missed point orwell trying make electronica sound track frankly terrible,0
hilariously obvious drama bunch high school think kid enjoy non stop hip hop break dancing graffiti trying become dj roxy something totally honest bored forgot even people love music agree movie terribly acted drama failed dismally supposed find kid likable nice found bland boring one really hated ramon graffiti subway train looked upon great excuse defacing public property begin also great kid tap city electricity hold big dance party abandoned building uh huh supposed find bunch law breaker lovable fun br br could forgive music good stand hip hop song best mediocre nonstop always playing got point fast forwarding many endless music number cut music haver minute movie maybe imaginative number subway dance fight truly funny santa number climatic roxy show love hip hop movie looking good drama mixed forget also get pg rating incredible amount swearing,0
enjoyed show uk peak time seemed move schedule able watch surprised return idea still know guess important br br great performance two lead believable friend two supporting actress also added well mix guess part whole load show lifestyle centred friend obvious main one sex city came along year later br br character get take coffee drink nice bar sort thing little woody allenish way,1
three horror story based member transgressive hindu cult return home changed way first story former cult member insane asylum visited reported want find went cult somewhat slow going story told flashback two sit chair face reporter particularly interested lead death participant seemed rather boring suddenly turn exciting surprising twist story thing get quite bloody br br second story violent young criminal visiting psychiatrist mandatory therapy patient seems type agenda psychiatrist task thing slow bit get weird strange twist story well written surprising br br final story deal spiritual healer claim able remove person illness hand one patient former cult member successful healing get complicated surprised twist pretty gory scene br br nice female full frontal nudity well male full frontal nudity reason found story well written director succeeds entirely setting story surprising twist gory aftermath br br note review german dvd,1
supposed simple generic mystery plot involving dead philanthropist fact head ache inducing tale bunch character big actor ginger rogers early role trying find murderer among small cast resident posh apartment building character range utterly stupid downright mean cheap low budget production action revolves around rogers lead man guy care cause really sucked talking various possibility solving crime constantly cut absurd detective head butt honestly never worse time watching old b rate movie type seen real head slapper br br oh butler butler pay attention guy closest butler ya go br br polarisdib,0
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
anyone notice tommy facial expression br br angry eye look give every enemy holding hand face mouth agape frightened eye smiling tommy turnbull br br say pretty much hate show watch like code lyoko watched least one must say show borderline racist uninteresting pointless br br every episode end robotboy winning except one exception robotboy basically let overly geeky freakazoid fly away jetpack br br joke pretty crude think mostly people saying word suck farting think bully show quite shocking br br one hide bowling ball hate us chain god sake kind school going mention older brother borderline psychopathic character quality br br whole show feel ripping megas xlr foster like could say trio coop jamie kiva well robotboy similar megas beat everyone matter odds free spirited despite robot br br simply appeal show surprised still running,0
wish would read review opinion movie rented waste money waste time little dialog dialog hard understand every way storyline plot weak thing nice cinematography br br character interesting time spend much time trying figure thing lack dialog rewinding movie lot br br watch movie mess leave feeling like mess br br say heck movie end,0
mickey rourke enjoying renaissance moment fair play always liked image acting ability fare angel heart johnny handsome know going get rourke mean moody dirty film give much want br br first foremost whole thing make sense rourke hardened ira killer killing bus load schoolchildren flees ireland london run cop army comrade also vowed never kill look like bus full kid finally br br however get london tracked local mobster bates looking like eyebrow hair came straight burton dummy kill main competitor turn £ boat trip u rourke reluctantly agrees seen priest hoskins confesses crime confessional order keep priest mouth shut figure better killing br br wealth thing arise add pick rourke competition illustrated scene whereby employee pinned wall couple heavy look like awl london guy tough enough anyway killing mobster get guy follow rourke witness killing eye guy simply kill competitor save hassle dealing rourke hoskins see murder take place police let go without protection may add take confession way rourke hang around church right next carried murder immediately crime take place go confession cop checking place rourke hang around church hoskin blind niece particular day afterwards without anybody bothering run stay put place committed another murder stupid cop actually meet rourke church fixing organ idea know run school bus bombing even check get rourke kill tell wait around day get boat think want get rid immediately kill one bates brother suddenly decide rape blind niece midst waiting could restrain day least rourke safely offed state ridiculous rourke suddenly inner turmoil year killing win blind niece immediately even know killer still love utterly ludicrous besides fall love record time day whole bomb thing end plain silly bates point view thing happen part film make sense simply help storyline say jest along bates house rourke whorehouse boat ready sail rourke suddenly display moral high ground respect whore house yet bed blind girl rourke asks henchman boat bates henchman practically spurt entire movement bos less second embarrassing guy telling rourke far even asked hoskin priest ex army guy see beat three henchman behind pub totally uncalled yet another cringe worthy scene br br gonna stop unlucky without mentioning rourke hair falsely red laughable accent fair bad sometimes deteriorates barely heard mumble time clothes walk look heaven etc mention music choppy editing style br br oooppps mentioned br br overall disaster film obvious religious imagery thrown rourke cross preaching pulpit would embarrass first year film student never mind top star director br br,0
recap band five young american men left platoon hit hard ardenne offensive wwii get assignment forward outpost look enemy activity really bad condition physically mentally think struck gold outpost abandoned plush mansion full food enemy activity odd hostile odd seems like german squad equally bad condition want nothing surrender br br comment based novel guess novel much better story seem translate well big screen indeed different war movie much mental pressure wartime fighting battle almost feel scene must full suspense full uncertainty unknown element fall flat movie suspenseful different many way absurd many time people act insane reason unclear best hinted br br mental pressure fails come main building piece entire story thought story fell good interesting keep edge really send message actually nothing br br cast interesting many young actor turned star beginning career acting good stellar character also fell absurd zone much feel due story character need time space pace given novel given going halfway definitely good enough br br,0
little old show first came first young child child show sesame street watch learned much else cousin born year year first one came latter barney big part watched first saw show told grandmother teach anything us magic fix everything time many year old idea really going tv show saw heard teaching barney told people bad show funny thing parent young child mid late way agreed said thing sad thing cousin older still agree saw cheating creative right think differently someone tell k steal person wont find mind gone let honest barney make money teach child anything flashy program inclined child watching child stupid educated know better second barney put show parent bought never believed tv could affect people way barney young child read watch show teach number let get involved show barney like smoking much smoke hooked let kid watch show hooked one day kid watch crap buy crap bought,0
brilliant russian émigré devise stanislavsky system winning contract bridge make beautiful wife grand slam sweetheart america br br could another silly soap opera elevated fine production value excellent acting status enjoyable little comedy unexpected touch thrown keep viewer attention engaged way principle cast introduced face deck card introduction zany acrobat plot reason enjoy bit lunacy way wide variety different kind american shown transfixed listening broadcast concluding game br br paul lukas loretta young well bridge sweetheart lukas suave sophisticated miss young passionately loving beautiful even script keep puffing cigarette bit much fun watch even behavior always believable compelling br br frank mchugh give another good performance relentlessly cheerful ghost writer adores miss young delightful glenda farrell eschews customary wisecracking persona small role mchugh ditsy gal pal roscoe karns handle fast talking dialogue brash radio announcer diminutive ferdinand gottschalk wonderful snobbish bridge expert br br movie maven recognize dewey robinson belligerent nightclub patron emma dunn sob sister reporter paul porcasi owner russian nightclub charles lane russian waiter jimmy conlin kibitzer final bridge game uncredited br br film take advantage fad contract bridge swept across country since development expects viewer basic knowledge intricacy game make attempt explain anything uninformed,1
actually thought comedy sat watching expecting laugh as pretty soon became clear comedy least jim carrey type one kept watching character movie start pretty grim troubled people gathered together try fight one basic fear fear water fear swimming start get bit bit life witness trouble guess thought br br actually made look much darker actually besides chain event soon brings light hope life br br probably watched movie known comedy rather drama good time enjoyed story mind spent minute br br many film treat alienation people western world movie show people get together help br br light dying day meet let pas leave loose gift sun br br br br peace love,1
comparison movie last detail made chaser flatter stretch interstate highway west texas like scenery desert nothing much distinguish even fact female prisoner transported two navy escort time around one cast come well lame script surprising dennis hopper director give much space one ever writes memoir think,0
movie sam wife glorious peter falk equally glorious olympia dukakis would movie worth seeing instead paul reiser vehicle little falk thrown wonderful elizabeth perkins also movie hardly know presume reiser impression giant movie star need appropriate vehicle even galling reiser took trouble hire best woman character actress screen today shoved background dukakis show last minute screen glow story falk dukakis really subjected pointless silly preposterous road trip reiser get show cute precious oh deep psychological insight wrong instance restaurant scene imagine reiser hoped cassavetes like laughably false confrontation reiser falk patently ridiculous embarrassed falk,0
like end day movie like b movie hoping would like movie br br could ignore poor effect often atrocious music cringe inducing line could ignore unexplained event fact movie constantly relies deus ex machina excusable given subject matter could ignore fact people fight hunger try reach world peace bad guy none thing kill movie kill movie plain simple boring nothing actually happens almost scene movie designed push movie creator moral viewer cost actually coherent story kind suspense br br looking entertaining b movie look elsewhere movie boring,0
